Account.Name,Amount,CloseDate,LeadSource,Name,Owner.Name,StageName,Type,CreatedDate,ForecastCategory,Opportunity_Source__c
Long31 Inc,3990000,2015-04-11,Public Relations,Opportunity for Williamson1573,Dennis Howard,Closed Lost,New Business / Add-on,2014-11-05,Omitted,AE
Brock75 Inc,3195750,2013-04-02,Trade Show,Opportunity for Hawkins1574,Nicolas Weaver,Closed Won,New Business / Add-on,2012-08-17,Closed,BDR
Graves147 Inc,122651,2014-07-03,Trade Show,Opportunity for Goodwin1575,Julie Chavez,Closed Won,New Business,2014-03-16,Closed,AE
Larson135 Inc,72497,2014-03-09,Employee Referral,Opportunity for Byrd1576,Irene Kelley,Closed Won,New Business,2013-08-04,Closed,AE
Lawrence491 Inc,1680050,2013-07-19,Partner,Opportunity for Hart1577,Bruce Kennedy,Closed Won,New Business / Add-on,2013-05-09,Closed,AE
Vasquez34 Inc,6854625,2014-01-25,Web,Opportunity for Burgess1578,Johnny Green,Closed Won,New Business,2013-07-17,Closed,Marketing
Tran866 Inc,1245800,2014-10-20,Employee Referral,Opportunity for Riley1579,Catherine Brown,Closed Lost,New Business / Add-on,2014-03-05,Omitted,Marketing
Pena964 Inc,5031720,2012-11-06,Employee Referral,Opportunity for Harrington1580,Catherine Brown,Closed Won,New Business / Add-on,2012-08-16,Closed,Marketing
Tyler418 Inc,436000,2013-02-05,Word of mouth,Opportunity for Bailey1581,Eric Sanchez,Closed Lost,New Business,2012-09-06,Omitted,AE
Jefferson859 Inc,119967,2014-12-12,Seminar - Internal,Opportunity for Sims1582,Kelly Frazier,Closed Won,New Business,2014-08-17,Closed,BDR
Dixon915 Inc,2008900,2015-01-13,Partner,Opportunity for Campbell1583,Laura Palmer,Closed Won,New Business,2014-11-01,Closed,BDR
Long31 Inc,1728950,2015-04-08,Partner,Opportunity for Lamb1584,Irene Kelley,Closed Lost,Existing Business,2015-01-14,Omitted,Marketing
Abbott358 Inc,2119720,2012-06-03,Partner,Opportunity for George1585,Dennis Howard,Closed Won,New Business / Add-on,2012-04-02,Closed,Marketing
McDonald658 Inc,1150540,2013-04-05,Web,Opportunity for Robinson1951,Eric Gutierrez,Closed Won,New Business,2012-09-04,Closed,BDR
Cummings974 Inc,127600,2015-01-01,Advertisement,Opportunity for Bates1952,Eric Sanchez,Closed Won,New Business,2014-10-13,Closed,AE
Beck462 Inc,221920,2013-03-19,Employee Referral,Opportunity for Johnston1953,Irene McCoy,Closed Won,New Business,2013-02-22,Closed,AE
Summers458 Inc,171660,2015-06-27,Seminar - Internal,Opportunity for Webster1954,Laura Palmer,Closed Won,New Business,2014-11-10,Closed,Marketing
Floyd100 Inc,446461,2014-06-06,Web,Opportunity for Cobb1955,Irene Kelley,Closed Won,New Business,2014-04-24,Closed,BDR
Lopez524 Inc,1128970,2014-09-30,Public Relations,Opportunity for Wilkerson1956,Kelly Frazier,Closed Won,New Business,2014-05-18,Closed,BDR
Fowler322 Inc,421000,2015-07-05,Public Relations,Opportunity for Harper1957,Evelyn Williamson,Closed Won,New Business,2015-04-12,Closed,BDR
Howard500 Inc,782850,2013-08-17,Employee Referral,Opportunity for Lambert1958,Laura Garza,Closed Won,Existing Business,2013-03-14,Closed,Marketing
Payne411 Inc,1052275,2015-05-05,Web,Opportunity for Stone1959,Irene McCoy,Closed Won,New Business / Add-on,2015-01-13,Closed,Marketing
Lee192 Inc,1540000,2015-03-06,Employee Referral,Opportunity for Bush1960,Chris Riley,Closed Lost,New Business,2014-09-19,Omitted,AE
Mullins916 Inc,2200,2014-06-28,Seminar - Internal,Opportunity for Pittman1961,Harold Campbell,Closed Won,New Business / Add-on,2014-02-01,Closed,AE
Graves925 Inc,1899650,2013-06-03,Employee Referral,Opportunity for Bishop1962,Chris Riley,Closed Won,New Business,2012-10-18,Closed,AE
Rivera969 Inc,1241390,2015-11-20,Seminar - Internal,Opportunity for Murphy1963,Doroth Gardner,Negotiation/Review,New Business,2015-05-07,Forecast,BDR
Adkins907 Inc,107076,2012-11-11,Advertisement,Opportunity for Marsh1964,Irene Kelley,Closed Won,New Business,2012-09-07,Closed,Marketing
Lawson921 Inc,863370,2013-05-06,Web,Opportunity for Porter1965,Laura Palmer,Closed Lost,New Business,2013-02-05,Omitted,AE
Salazar150 Inc,3392500,2014-11-22,Employee Referral,Opportunity for Carson1966,Johnny Green,Closed Lost,New Business,2014-04-16,Omitted,Marketing
Soto648 Inc,66313,2014-03-23,Employee Referral,Opportunity for Wilkerson1967,Irene McCoy,Closed Won,Existing Business,2013-10-26,Closed,AE
Reeves202 Inc,125340,2015-07-15,Trade Show,Opportunity for Bowen1968,Johnny Green,Qualification,New Business,2015-06-28,Pipeline,Marketing
Anderson638 Inc,75480,2013-12-06,Word of mouth,Opportunity for Baker1969,Johnny Green,Closed Won,New Business / Add-on,2013-05-14,Closed,BDR
Parks231 Inc,473400,2013-03-08,Web,Opportunity for Clayton1970,John Williams,Closed Won,New Business,2012-12-09,Closed,Marketing
Pope139 Inc,2049800,2015-10-16,Word of mouth,Opportunity for Nguyen1971,Irene Kelley,Proposal/Price Quote,New Business / Add-on,2015-04-01,BestCase,Marketing
Hughes308 Inc,1715000,2013-11-14,Partner,Opportunity for Poole1972,Julie Chavez,Closed Won,New Business / Add-on,2013-04-20,Closed,Alliances
Simmons663 Inc,108630,2015-08-01,Trade Show,Opportunity for Malone1973,Doroth Gardner,Value Proposition,New Business / Add-on,2015-01-22,Pipeline,Alliances
Taylor238 Inc,48440,2014-04-28,Partner,Opportunity for Glover1974,Julie Chavez,Closed Won,Existing Business,2014-03-29,Closed,AE
Rodgers956 Inc,122200,2015-09-26,Seminar - Internal,Opportunity for Santiago1975,Eric Gutierrez,Prospecting,New Business,2015-05-20,Pipeline,AE
Underwood789 Inc,124440,2014-06-28,Partner,Opportunity for Flowers466,Chris Riley,Closed Lost,New Business,2014-05-06,Omitted,BDR
Manning57 Inc,4210400,2012-08-16,Seminar - Internal,Opportunity for Carpenter467,Harold Campbell,Closed Won,New Business,2012-02-28,Closed,BDR
Carroll694 Inc,999960,2014-08-12,Partner,Opportunity for Clayton468,Nicolas Weaver,Closed Won,Existing Business,2014-02-08,Closed,AE
Davis540 Inc,2857220,2012-07-03,Advertisement,Opportunity for Castro469,Johnny Green,Closed Won,Existing Business,2012-03-09,Closed,BDR
Lloyd845 Inc,2254450,2015-08-11,Web,Opportunity for Tucker470,Nicolas Weaver,Negotiation/Review,Existing Business,2015-04-30,Forecast,AE
Ford745 Inc,3856450,2012-11-04,Employee Referral,Opportunity for Horton471,Johnny Green,Closed Lost,New Business / Add-on,2012-04-17,Omitted,Marketing
Rodgers461 Inc,2807700,2015-04-24,Public Relations,Opportunity for Norman472,Laura Garza,Closed Won,New Business,2014-10-10,Closed,Alliances
Bryant250 Inc,380363,2012-11-21,Partner,Opportunity for Burns473,John Williams,Closed Won,New Business / Add-on,2012-05-11,Closed,Alliances
Stevenson884 Inc,126600,2013-01-23,Trade Show,Opportunity for Ruiz474,Dennis Howard,Closed Won,New Business,2012-10-22,Closed,AE
Rios830 Inc,3469300,2014-09-17,Word of mouth,Opportunity for Hammond475,Julie Chavez,Closed Won,New Business,2014-06-07,Closed,AE
Carson909 Inc,2276590,2015-02-17,Trade Show,Opportunity for Harrison476,Kelly Frazier,Closed Won,New Business,2014-07-29,Closed,BDR
Tran514 Inc,328949,2015-06-24,Employee Referral,Opportunity for Stokes477,Doroth Gardner,Closed Won,New Business,2014-11-20,Closed,Marketing
Maldonado464 Inc,873500,2013-05-16,Web,Opportunity for Ferguson478,Chris Riley,Closed Won,New Business,2013-03-05,Closed,Marketing
Buchanan609 Inc,3168250,2015-06-24,Trade Show,Opportunity for Henry479,Bruce Kennedy,Closed Won,New Business,2015-04-28,Closed,BDR
Nguyen156 Inc,605000,2015-09-03,Partner,Opportunity for Shaw480,Harold Campbell,Perception Analysis,New Business,2015-04-14,BestCase,AE
Hawkins983 Inc,224770,2013-01-19,Partner,Opportunity for Mills481,Eric Gutierrez,Closed Lost,New Business,2012-08-12,Omitted,Alliances
Foster410 Inc,115290,2015-05-26,Advertisement,Opportunity for Silva482,Julie Chavez,Closed Won,New Business,2014-12-05,Closed,Marketing
Reese490 Inc,458680,2015-03-12,Web,Opportunity for Pittman483,Eric Gutierrez,Closed Lost,Existing Business,2015-02-20,Omitted,AE
Reyes155 Inc,2016270,2012-10-31,Advertisement,Opportunity for Garner484,Catherine Brown,Closed Won,New Business,2012-10-18,Closed,AE
Sanchez957 Inc,174025,2013-09-05,Word of mouth,Opportunity for Tyler485,Dennis Howard,Closed Won,New Business,2013-02-11,Closed,Marketing
Phillips253 Inc,1804700,2013-10-29,Advertisement,Opportunity for Washington827,Catherine Brown,Closed Won,New Business,2013-08-10,Closed,AE
Sutton709 Inc,397710,2015-08-03,Partner,Opportunity for Sanchez828,Doroth Gardner,Negotiation/Review,New Business,2015-01-23,Forecast,AE
Gordon294 Inc,5166200,2014-06-09,Employee Referral,Opportunity for Morris829,Chris Riley,Closed Won,New Business,2014-01-25,Closed,Alliances
French788 Inc,2428400,2013-06-24,Word of mouth,Opportunity for Potter830,Doroth Gardner,Closed Won,New Business,2013-03-04,Closed,Marketing
Salazar257 Inc,128400,2012-09-24,Word of mouth,Opportunity for Singleton831,Johnny Green,Closed Won,New Business / Add-on,2012-07-23,Closed,BDR
Gill296 Inc,789160,2014-12-14,Word of mouth,Opportunity for Medina832,Kelly Frazier,Closed Won,Existing Business,2014-10-13,Closed,Marketing
Martin949 Inc,51480,2015-06-07,Trade Show,Opportunity for Nash833,Laura Palmer,Closed Won,New Business / Add-on,2015-03-14,Closed,Alliances
Moss480 Inc,5429750,2012-05-03,Web,Opportunity for Fox834,Johnny Green,Closed Won,New Business / Add-on,2011-09-30,Closed,Marketing
Carpenter176 Inc,2746000,2012-09-25,Trade Show,Opportunity for Higgins835,Doroth Gardner,Closed Lost,New Business,2012-04-02,Omitted,AE
Phelps549 Inc,382520,2013-09-20,Public Relations,Opportunity for McGee836,Nicolas Weaver,Closed Lost,New Business / Add-on,2013-01-25,Omitted,Alliances
Leonard91 Inc,74800,2012-09-30,Trade Show,Opportunity for Sutton837,Laura Garza,Closed Won,New Business,2012-04-28,Closed,Alliances
Robertson5 Inc,345280,2012-03-11,Seminar - Internal,Opportunity for Cruz838,Eric Sanchez,Closed Won,Existing Business,2012-01-02,Closed,BDR
Webb232 Inc,1625700,2014-02-04,Employee Referral,Opportunity for Greene839,Kelly Frazier,Closed Lost,New Business,2013-10-03,Omitted,BDR
Robertson721 Inc,337700,2013-01-17,Employee Referral,Opportunity for Powers840,Eric Sanchez,Closed Won,New Business / Add-on,2013-01-05,Closed,AE
Bowers460 Inc,2022400,2014-10-28,Employee Referral,Opportunity for Mendoza841,Dennis Howard,Closed Won,New Business / Add-on,2014-05-17,Closed,BDR
McKinney995 Inc,382900,2014-07-26,Web,Opportunity for Watkins842,John Williams,Closed Lost,New Business,2014-05-24,Omitted,AE
Harper70 Inc,2124300,2015-03-14,Word of mouth,Opportunity for Thomas843,Irene Kelley,Closed Won,New Business,2014-10-22,Closed,Marketing
Aguilar870 Inc,870500,2014-09-22,Word of mouth,Opportunity for Singleton844,Irene Kelley,Closed Won,Existing Business,2014-08-08,Closed,AE
Obrien994 Inc,1405500,2015-08-06,Word of mouth,Opportunity for Hughes845,Nicolas Weaver,Needs Analysis,New Business,2015-04-27,Pipeline,Marketing
Curry998 Inc,240260,2014-05-14,Public Relations,Opportunity for Gomez846,Bruce Kennedy,Closed Won,New Business / Add-on,2014-01-06,Closed,Marketing
Hines107 Inc,3836040,2014-06-30,Trade Show,Opportunity for Patton847,Nicolas Weaver,Closed Lost,New Business,2014-02-05,Omitted,Alliances
Hogan760 Inc,374715,2014-03-17,Web,Opportunity for Graves848,Laura Garza,Closed Won,New Business,2013-12-06,Closed,AE
Hunt786 Inc,329425,2015-01-20,Web,Opportunity for Weber1216,Eric Sanchez,Closed Won,New Business / Add-on,2014-12-03,Closed,Marketing
Bryant250 Inc,409240,2014-12-05,Partner,Opportunity for Bishop1217,Evelyn Williamson,Closed Won,New Business / Add-on,2014-08-30,Closed,Marketing
Fleming762 Inc,307136,2012-04-28,Employee Referral,Opportunity for Carpenter1218,Irene McCoy,Closed Won,New Business,2011-11-03,Closed,BDR
Schwartz492 Inc,2601440,2014-12-06,Partner,Opportunity for Byrd1219,Laura Palmer,Closed Won,Existing Business,2014-08-02,Closed,Marketing
Stokes200 Inc,395835,2014-11-21,Advertisement,Opportunity for Greene1220,Bruce Kennedy,Closed Won,New Business,2014-08-25,Closed,AE
Murphy861 Inc,2887700,2015-07-22,Advertisement,Opportunity for Carpenter1221,Irene McCoy,Proposal/Price Quote,New Business,2015-05-13,BestCase,BDR
Gardner390 Inc,2187850,2013-07-29,Partner,Opportunity for Jacobs1222,Eric Sanchez,Closed Won,New Business / Add-on,2013-07-15,Closed,AE
Chandler98 Inc,32480,2015-10-14,Partner,Opportunity for Spencer1223,Chris Riley,Perception Analysis,New Business,2015-04-19,BestCase,BDR
Rios830 Inc,4561,2015-11-07,Partner,Opportunity for Romero1224,Evelyn Williamson,Perception Analysis,New Business,2015-04-29,BestCase,AE
Davidson606 Inc,1793600,2014-03-06,Public Relations,Opportunity for Hawkins1225,Johnny Green,Closed Won,New Business / Add-on,2013-12-09,Closed,Marketing
Reed953 Inc,402320,2013-06-30,Advertisement,Opportunity for Bass1226,Laura Palmer,Closed Lost,New Business,2012-12-06,Omitted,Marketing
Tran866 Inc,1207960,2015-07-04,Seminar - Internal,Opportunity for Young1227,John Williams,Closed Won,New Business / Add-on,2015-06-20,Closed,BDR
Morton698 Inc,368530,2015-06-11,Web,Opportunity for Paul1228,Bruce Kennedy,Closed Won,Existing Business,2014-12-14,Closed,BDR
Robbins449 Inc,720875,2015-04-01,Partner,Opportunity for Higgins1229,Eric Sanchez,Closed Won,New Business / Add-on,2014-12-15,Closed,AE
Hampton15 Inc,2454990,2015-11-01,Word of mouth,Opportunity for Brown1230,Irene McCoy,Qualification,New Business / Add-on,2015-04-11,Pipeline,Marketing
Perkins198 Inc,55170,2012-07-28,Advertisement,Opportunity for Schneider1231,Eric Sanchez,Closed Won,New Business,2012-07-04,Closed,Marketing
Norton877 Inc,20240,2014-06-17,Word of mouth,Opportunity for Baker1232,Eric Sanchez,Closed Won,New Business,2013-11-23,Closed,Marketing
Shaw160 Inc,162000,2013-09-24,Trade Show,Opportunity for Foster1233,Doroth Gardner,Closed Lost,New Business / Add-on,2013-07-04,Omitted,Marketing
Duncan433 Inc,1033100,2013-02-14,Employee Referral,Opportunity for Ball1234,Eric Sanchez,Closed Won,New Business / Add-on,2012-06-21,Closed,Alliances
Coleman369 Inc,135480,2013-05-26,Trade Show,Opportunity for Willis1235,Harold Campbell,Closed Won,Existing Business,2012-12-16,Closed,AE
Cannon212 Inc,1233400,2014-04-13,Word of mouth,Opportunity for James1236,Harold Campbell,Closed Won,Existing Business,2013-11-10,Closed,Marketing
Curtis678 Inc,2855840,2016-01-15,Partner,Opportunity for Bass1237,Irene Kelley,Qualification,New Business / Add-on,2015-05-26,Pipeline,AE
Clarke367 Inc,160245,2013-02-02,Partner,Opportunity for Hardy1238,Laura Palmer,Closed Lost,New Business,2013-01-17,Omitted,Marketing
Duncan433 Inc,501230,2013-09-26,Partner,Opportunity for Lawson1239,Kelly Frazier,Closed Won,Existing Business,2013-07-04,Closed,Alliances
Maldonado464 Inc,2680350,2014-04-28,Advertisement,Opportunity for Webb1586,Harold Campbell,Closed Lost,New Business / Add-on,2014-01-27,Omitted,Alliances
Flores159 Inc,65070,2015-01-16,Web,Opportunity for Barton1587,Laura Garza,Closed Lost,New Business / Add-on,2014-07-11,Omitted,AE
Love256 Inc,65920,2014-06-01,Web,Opportunity for Howard1588,Evelyn Williamson,Closed Won,New Business,2014-02-11,Closed,AE
Romero210 Inc,1390500,2014-08-03,Partner,Opportunity for Norman1589,Evelyn Williamson,Closed Won,New Business,2013-12-13,Closed,AE
Aguilar870 Inc,292030,2013-09-07,Public Relations,Opportunity for Olson1590,Chris Riley,Closed Won,New Business,2013-03-13,Closed,AE
Morris541 Inc,1023080,2014-04-05,Employee Referral,Opportunity for Turner1591,Catherine Brown,Closed Won,Existing Business,2013-08-18,Closed,Marketing
Wallace880 Inc,766880,2014-09-08,Word of mouth,Opportunity for Hopkins1592,Laura Garza,Closed Lost,New Business,2014-04-25,Omitted,Marketing
Abbott372 Inc,1498260,2015-04-14,Web,Opportunity for Kelley1593,John Williams,Closed Lost,New Business,2014-12-06,Omitted,Alliances
Henderson891 Inc,140105,2015-04-03,Word of mouth,Opportunity for Wood1594,John Williams,Closed Lost,New Business,2014-11-27,Omitted,AE
Paul997 Inc,1049350,2014-03-05,Trade Show,Opportunity for Mathis1595,Chris Riley,Closed Lost,New Business,2014-01-18,Omitted,Marketing
Graves33 Inc,173600,2013-09-21,Web,Opportunity for Thomas1596,Eric Gutierrez,Closed Won,New Business,2013-07-28,Closed,BDR
Nichols662 Inc,4824325,2015-03-21,Partner,Opportunity for Alvarado1597,Catherine Brown,Closed Won,New Business / Add-on,2014-09-10,Closed,Alliances
Cook117 Inc,204600,2014-09-16,Word of mouth,Opportunity for Simpson1598,Laura Garza,Closed Won,Existing Business,2014-02-27,Closed,AE
Carroll694 Inc,825700,2013-12-26,Public Relations,Opportunity for Gill1599,Kelly Frazier,Closed Won,New Business / Add-on,2013-11-26,Closed,Marketing
Harris930 Inc,272500,2013-02-13,Word of mouth,Opportunity for King1600,Eric Gutierrez,Closed Won,New Business,2012-11-24,Closed,Alliances
Zimmerman6 Inc,154353,2014-06-24,Advertisement,Opportunity for Massey1601,Dennis Howard,Closed Won,New Business,2013-11-24,Closed,BDR
Briggs402 Inc,951000,2015-10-11,Advertisement,Opportunity for Barker1602,Bruce Kennedy,Needs Analysis,Existing Business,2015-05-25,Pipeline,BDR
Webb165 Inc,503975,2015-01-25,Employee Referral,Opportunity for Cunningham1976,Evelyn Williamson,Closed Won,New Business / Add-on,2014-10-16,Closed,Alliances
Green820 Inc,416311,2014-06-10,Partner,Opportunity for Atkins1977,Irene McCoy,Closed Lost,New Business,2014-02-17,Omitted,AE
Jensen729 Inc,2745600,2015-04-20,Word of mouth,Opportunity for Ellis1978,Doroth Gardner,Closed Won,Existing Business,2015-03-15,Closed,Marketing
Abbott358 Inc,98850,2015-07-06,Web,Opportunity for McLaughlin1979,Bruce Kennedy,Closed Won,New Business,2015-01-30,Closed,AE
Haynes326 Inc,532950,2015-10-15,Advertisement,Opportunity for Park1980,Chris Riley,Value Proposition,New Business,2015-03-24,Pipeline,Marketing
Hall749 Inc,2245190,2013-03-05,Employee Referral,Opportunity for Rice1981,Dennis Howard,Closed Won,New Business,2012-10-10,Closed,BDR
Mills297 Inc,2562990,2012-03-31,Word of mouth,Opportunity for White1982,Eric Gutierrez,Closed Won,New Business,2012-02-04,Closed,Marketing
Hopkins739 Inc,1667600,2014-05-24,Trade Show,Opportunity for Mitchell1983,Laura Garza,Closed Won,New Business / Add-on,2013-10-19,Closed,Marketing
Evans674 Inc,440150,2013-10-12,Web,Opportunity for Vargas1984,Laura Garza,Closed Won,New Business / Add-on,2013-05-07,Closed,BDR
Coleman369 Inc,498880,2014-12-01,Trade Show,Opportunity for Mann1985,Doroth Gardner,Closed Lost,New Business / Add-on,2014-07-08,Omitted,AE
McGuire984 Inc,901840,2012-08-26,Employee Referral,Opportunity for Pearson1986,Dennis Howard,Closed Won,New Business,2012-06-12,Closed,BDR
Duncan773 Inc,70650,2014-01-17,Word of mouth,Opportunity for Norton1987,John Williams,Closed Won,New Business / Add-on,2013-07-01,Closed,BDR
French788 Inc,1780600,2012-05-17,Employee Referral,Opportunity for Cook1988,Eric Gutierrez,Closed Won,New Business,2011-09-29,Closed,BDR
Reed65 Inc,292760,2013-03-28,Employee Referral,Opportunity for Lucas1989,Bruce Kennedy,Closed Won,New Business / Add-on,2012-11-08,Closed,AE
Robinson394 Inc,1049820,2014-01-15,Web,Opportunity for Gill1990,Dennis Howard,Closed Won,New Business / Add-on,2013-12-28,Closed,AE
Price73 Inc,934300,2013-11-01,Word of mouth,Opportunity for Lane1991,Laura Palmer,Closed Won,New Business / Add-on,2013-09-02,Closed,AE
Sims815 Inc,650350,2015-07-07,Public Relations,Opportunity for Paul1992,Doroth Gardner,Closed Lost,New Business,2015-02-18,Omitted,Marketing
Ingram783 Inc,154480,2014-01-16,Partner,Opportunity for Diaz1993,Julie Chavez,Closed Won,New Business / Add-on,2013-08-26,Closed,AE
Graves33 Inc,987930,2015-12-21,Advertisement,Opportunity for Burton1994,Harold Campbell,Needs Analysis,New Business / Add-on,2015-07-03,Pipeline,Alliances
Fleming762 Inc,313524,2013-12-05,Word of mouth,Opportunity for Reeves1995,Catherine Brown,Closed Won,New Business / Add-on,2013-07-08,Closed,AE
Butler152 Inc,513800,2012-12-23,Web,Opportunity for Oliver1996,Laura Palmer,Closed Won,Existing Business,2012-08-17,Closed,Marketing
Bennett519 Inc,1394000,2015-06-26,Word of mouth,Opportunity for Santiago1997,Laura Palmer,Closed Won,New Business,2015-03-02,Closed,Alliances
Hall758 Inc,52200,2013-09-08,Employee Referral,Opportunity for McCormick1998,Evelyn Williamson,Closed Won,New Business / Add-on,2013-07-17,Closed,Marketing
Byrd23 Inc,2652400,2013-02-22,Seminar - Internal,Opportunity for Gibson1999,Evelyn Williamson,Closed Lost,New Business,2012-09-03,Omitted,AE
Jensen353 Inc,35950,2014-04-10,Public Relations,Opportunity for Kelley486,Laura Palmer,Closed Won,Existing Business,2013-09-29,Closed,Alliances
Pena291 Inc,691800,2012-12-25,Advertisement,Opportunity for Klein487,Julie Chavez,Closed Won,New Business,2012-09-23,Closed,Marketing
Jensen729 Inc,1026530,2014-07-20,Trade Show,Opportunity for Diaz488,Chris Riley,Closed Won,New Business,2014-06-10,Closed,Alliances
Warner109 Inc,247211,2012-10-18,Public Relations,Opportunity for Castro489,Evelyn Williamson,Closed Won,New Business / Add-on,2012-05-24,Closed,AE
Fowler322 Inc,281412,2015-05-30,Advertisement,Opportunity for Spencer490,Eric Sanchez,Closed Lost,New Business,2015-02-09,Omitted,AE
Quinn180 Inc,15761,2013-09-18,Employee Referral,Opportunity for Reese491,Catherine Brown,Closed Lost,New Business / Add-on,2013-07-05,Omitted,BDR
Alvarez72 Inc,156716,2014-03-26,Public Relations,Opportunity for Holmes492,Johnny Green,Closed Won,Existing Business,2014-02-23,Closed,BDR
Tran866 Inc,597750,2014-12-17,Trade Show,Opportunity for Wilkerson493,Evelyn Williamson,Closed Won,New Business,2014-11-28,Closed,AE
Johnston241 Inc,2371900,2016-01-30,Advertisement,Opportunity for Lyons494,Kelly Frazier,Qualification,New Business,2015-07-06,Pipeline,Alliances
Holloway455 Inc,868000,2013-07-05,Seminar - Internal,Opportunity for Blake495,Johnny Green,Closed Won,New Business / Add-on,2012-12-27,Closed,AE
Webster40 Inc,406176,2013-02-11,Seminar - Internal,Opportunity for Clark496,Julie Chavez,Closed Won,New Business / Add-on,2012-08-21,Closed,AE
Gonzales409 Inc,1527725,2014-07-08,Employee Referral,Opportunity for Smith497,Evelyn Williamson,Closed Won,New Business / Add-on,2014-05-10,Closed,Alliances
Green820 Inc,1440500,2012-10-25,Advertisement,Opportunity for Silva498,Eric Gutierrez,Closed Won,New Business / Add-on,2012-05-07,Closed,Marketing
Burgess3 Inc,172745,2014-03-10,Trade Show,Opportunity for Salazar499,Laura Garza,Closed Won,New Business,2013-12-25,Closed,Alliances
George280 Inc,424200,2014-07-04,Employee Referral,Opportunity for Buchanan500,Catherine Brown,Closed Won,Existing Business,2014-02-05,Closed,AE
Hudson506 Inc,931000,2014-02-19,Public Relations,Opportunity for Curry501,Bruce Kennedy,Closed Lost,New Business,2013-07-27,Omitted,Marketing
Patrick806 Inc,439140,2015-02-27,Public Relations,Opportunity for Reeves502,Johnny Green,Closed Lost,New Business / Add-on,2014-09-12,Omitted,AE
Bridges776 Inc,1371000,2013-02-24,Advertisement,Opportunity for Potter503,Johnny Green,Closed Won,New Business / Add-on,2012-11-22,Closed,Marketing
Grant962 Inc,573600,2014-04-01,Seminar - Internal,Opportunity for Bates504,Eric Gutierrez,Closed Won,New Business,2013-12-19,Closed,Alliances
Morales809 Inc,426800,2012-10-02,Employee Referral,Opportunity for Richardson505,Laura Palmer,Closed Won,New Business,2012-05-16,Closed,Alliances
Cain574 Inc,1443200,2013-12-24,Partner,Opportunity for Ramirez506,Catherine Brown,Closed Lost,New Business,2013-10-30,Omitted,BDR
Shaw343 Inc,223550,2013-04-11,Word of mouth,Opportunity for Hanson507,Eric Sanchez,Closed Lost,Existing Business,2013-03-16,Omitted,AE
Hoffman761 Inc,499523,2015-06-23,Partner,Opportunity for Pope508,Doroth Gardner,Closed Lost,New Business / Add-on,2015-05-24,Omitted,BDR
Higgins494 Inc,44620,2013-08-15,Seminar - Internal,Opportunity for Freeman849,Julie Chavez,Closed Lost,New Business,2013-03-20,Omitted,Marketing
Jefferson853 Inc,61680,2013-05-08,Seminar - Internal,Opportunity for Bishop850,Harold Campbell,Closed Lost,New Business / Add-on,2012-09-10,Omitted,Marketing
Vega214 Inc,352350,2015-05-12,Employee Referral,Opportunity for Fernandez851,Kelly Frazier,Closed Won,Existing Business,2015-03-18,Closed,AE
Robertson5 Inc,762410,2015-10-18,Trade Show,Opportunity for Gordon852,Harold Campbell,Qualification,New Business / Add-on,2015-05-29,Pipeline,AE
Robertson721 Inc,153163,2012-09-25,Advertisement,Opportunity for Taylor853,Nicolas Weaver,Closed Won,New Business,2012-08-21,Closed,BDR
Moss480 Inc,1836150,2014-05-18,Public Relations,Opportunity for Johnson854,Irene McCoy,Closed Lost,Existing Business,2013-12-06,Omitted,Marketing
Luna365 Inc,400920,2014-06-14,Public Relations,Opportunity for Andrews855,Doroth Gardner,Closed Won,Existing Business,2013-12-15,Closed,BDR
Ingram644 Inc,602650,2013-11-04,Trade Show,Opportunity for Campbell856,Johnny Green,Closed Lost,Existing Business,2013-09-13,Omitted,Marketing
Castillo620 Inc,2719250,2013-12-16,Employee Referral,Opportunity for Ryan857,Bruce Kennedy,Closed Won,New Business / Add-on,2013-04-21,Closed,AE
Rowe333 Inc,392500,2013-12-22,Trade Show,Opportunity for Lee858,John Williams,Closed Lost,New Business,2013-07-07,Omitted,BDR
Webster349 Inc,86850,2013-04-11,Employee Referral,Opportunity for Hicks859,Doroth Gardner,Closed Lost,New Business / Add-on,2012-12-21,Omitted,BDR
Reed186 Inc,786220,2014-10-23,Web,Opportunity for Atkins860,Kelly Frazier,Closed Lost,Existing Business,2014-04-21,Omitted,AE
Scott708 Inc,127683,2012-12-06,Employee Referral,Opportunity for Parker861,Dennis Howard,Closed Won,New Business,2012-06-22,Closed,Marketing
Wallace880 Inc,244566,2013-09-25,Employee Referral,Opportunity for Andrews862,Julie Chavez,Closed Won,New Business / Add-on,2013-04-18,Closed,BDR
Hayes607 Inc,2243500,2013-02-15,Employee Referral,Opportunity for Sullivan863,Laura Palmer,Closed Won,New Business,2013-02-04,Closed,AE
Chavez603 Inc,1200280,2014-04-03,Employee Referral,Opportunity for Willis864,Julie Chavez,Closed Lost,New Business,2014-01-03,Omitted,AE
Arnold386 Inc,898825,2013-03-01,Trade Show,Opportunity for Walker865,Laura Garza,Closed Won,New Business,2013-01-07,Closed,Marketing
Cortez731 Inc,2118980,2012-11-07,Advertisement,Opportunity for Sanders866,Eric Sanchez,Closed Lost,Existing Business,2012-09-30,Omitted,Marketing
Salazar257 Inc,151500,2014-11-06,Employee Referral,Opportunity for Porter867,Catherine Brown,Closed Lost,New Business,2014-04-06,Omitted,BDR
